name,importance
6,0.0
7,0.002948542456932093
8,0.0013441375830181466
10,3.500626166691471e-06
12,4.16037755340281e-06
14,0.0
16,0.03975109304801469
18,0.0001743832403068183
20,0.004239943910635979
22,0.003253764554032037
24,0.0008692407264573813
26,0.04144801264595222
28,0.03319435480399234
30,0.008529794359656671
32,0.03543114991276304
34,0.006498745610414153
36,0.04702535115254016
38,0.00917028518841968
40,0.037122679212148735
42,0.033435226309431486
44,0.013493224988365379
46,9.333603348270621e-07
48,4.305349639685574e-05
50,0.000592668089472583
52,0.002822803458770388
54,0.02476832588312801
56,0.04849700267708067
58,0.0131739980865255
60,0.0017074804875352669
62,0.0
64,0.0013778013290067655
66,0.01831567932553484
68,0.03223965071301317
70,0.03902180460313477
72,0.000963956505305952
74,0.00036512881262296327
76,0.0036030571362448156
78,0.039185700274773284
80,0.03406676098040857
82,0.04840173278621422
84,0.047633068372991236
86,0.029883946200755438
88,0.013086730627003672
90,0.0072279058208718
92,0.032110303796614614
94,6.949708598620454e-05
96,0.003182107282164831
98,0.0068272035232517705
100,0.016716969501091267
102,0.03606527480080387
104,0.03236992176104007
106,0.022710443942810042
108,0.0026919360921982705
110,0.0008538102933618812
112,0.0015978640145411936
114,0.006040148177749937
116,0.03114733979225057
118,0.0
120,2.657606218141461e-06
122,0.017004596990898384
130,0.00019390648704411636
131,0.0
132,5.176055839534024e-06
133,0.0
134,0.002024664007725809
135,0.002199938497169012
136,0.0022120926152693733
137,0.0020591365709782304
138,0.0
139,0.0
140,0.0
141,0.0
142,6.692919315356863e-06
143,1.161540208122276e-06
144,2.3883283091921305e-05
145,0.0
146,0.0
147,2.9373197978394402e-05
148,0.0
149,0.0
150,0.0
151,0.0
152,2.596765995667089e-05
153,0.0
154,0.0
155,0.0
156,1.1477073301375655e-06
157,4.2727693538208396e-05
158,0.0
159,0.0
160,6.249146170046756e-07
161,0.0
162,0.0010452782884591556
163,0.0010354333633439095
164,0.0007140243141098325
165,0.0007829510888575624
166,0.0
167,0.0
168,0.0
169,0.0
170,1.296720991363192e-05
171,1.3432148727256325e-05
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,5.555510269046302e-06
187,7.519214284375131e-06
188,0.00020483616386152064
189,0.00020002744543261164
190,4.81308818617053e-07
191,0.0
192,3.0303710321961887e-06
193,1.924328182529874e-06
194,2.3675649168395047e-06
195,0.002707649134826904
196,0.0
197,0.00018021699148548803
198,0.00019447782076190568
199,0.00385003004946849
200,0.004187924798526707
201,0.005463334621549874
203,0.002716946731983243
204,0.002596645326377627
205,0.00023811350245094828
206,0.0
207,0.002087982195558312
208,0.0028781666687767997
209,0.0027932809854408157
210,0.0037027206842249545
211,0.0004892494652145769
212,0.001560132613764626
213,0.002773791688127237
214,0.002406223330143561
215,0.0004203498438666948
216,0.0001729590252648193
217,1.622287227911098e-05
218,0.0002610690506222798
219,0.00012480514147197958
220,0.0001397236597557236
221,0.0004232007529223282
222,0.0002945075074368179
223,2.8001840711695557e-05
224,0.00029812790448703163
225,0.0
226,7.524669928966601e-05
227,0.0006285707872193857
228,0.0014071759532500096
229,0.0010809363240891104
230,0.0002962513606692412
231,0.0
232,3.0825874605726e-07
233,0.0003604495343540053
234,0.0009195948084577227
235,0.0
236,0.00014372994653137576
237,0.0006487973354481479
238,0.00039178098624658927
239,0.0014664803911063578
240,0.0022936893787080304
241,0.00011795816320516433
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
